_id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,race,gender
6458,0,0,control,other,0,0,5,2,something,white,male
6459,0,0,coupon,instagram,2,205.47,6,10,something,white,male
6460,0,0,control,google,0,0,1,5,nothing,white,male
6461,0,0,control,instagram,1,60.99,0,12,nothing,white,male
6462,0,0,coupon,facebook,6,122.98,4,21,nothing,minority,female
6463,0,0,coupon,instagram,1,55.49,6,19,something,white,female
6464,0,0,coupon,google,2,59.99,0,20,nothing,minority,female
6465,0,0,control,google,2,69.99,1,20,something,white,male
6466,1,46.392,coupon,instagram,3,57.99,2,17,something,white,female
6467,0,0,coupon,instagram,1,45.49,6,8,nothing,white,female
6468,0,0,coupon,instagram,0,0,0,20,nothing,white,female
6469,0,0,control,instagram,2,66.99,6,16,nothing,white,female
6470,1,53.592,coupon,referral,2,66.99,0,5,something,white,male
6471,0,0,control,facebook,0,0,2,1,something,white,male
6472,0,0,coupon,google,1,211.47,7,6,something,minority,male
6473,0,0,control,google,0,0,2,23,nothing,minority,female
6474,1,56.392,coupon,facebook,1,70.49,1,19,something,white,female
6475,0,0,coupon,facebook,1,69.99,5,20,nothing,white,female
6476,0,0,control,other,8,64.99,5,5,nothing,white,male
6477,0,0,coupon,facebook,0,0,0,8,nothing,white,female
6478,0,0,coupon,google,2,135.98,0,11,nothing,minority,male
6479,0,0,control,google,0,0,7,1,nothing,white,male
6480,0,0,control,other,3,184.47,6,13,something,white,male
6481,0,0,control,google,2,70.49,0,4,something,white,male
6482,1,53.99,control,google,9,107.98,4,6,nothing,white,male
6483,0,0,coupon,instagram,7,131.98,5,25,nothing,white,female
6484,0,0,control,facebook,1,155.97,5,18,nothing,white,female
6485,0,0,control,instagram,0,0,2,18,nothing,white,female
6486,0,0,control,facebook,2,54.99,2,11,nothing,white,male
6487,0,0,coupon,google,2,71.99,3,7,something,white,male
6488,0,0,coupon,google,1,71.99,1,3,nothing,white,male
6489,0,0,control,instagram,0,0,2,10,something,white,male
6490,0,0,coupon,instagram,1,125.98,7,14,something,minority,female
6491,0,0,control,google,3,239.96,5,23,nothing,minority,female
6492,0,0,coupon,instagram,3,59.99,1,15,nothing,white,female
6493,0,0,control,google,8,67.99,4,26,nothing,white,female
6494,1,56.49,control,facebook,6,169.47,0,19,something,white,female
6495,0,0,coupon,google,0,0,4,10,nothing,white,male
6496,1,43.592,coupon,instagram,7,163.47,5,3,something,white,male
6497,0,0,coupon,google,1,67.49,1,18,nothing,minority,female
6498,1,38.392,coupon,referral,4,47.99,2,13,something,white,male
6499,0,0,control,instagram,0,0,4,12,nothing,white,female
6500,0,0,control,instagram,0,0,2,21,nothing,white,female
6501,0,0,control,instagram,0,0,4,1,nothing,white,male
6502,0,0,coupon,google,1,54.99,6,25,nothing,white,female
6503,0,0,control,google,2,58.99,0,22,something,minority,female
6504,0,0,coupon,google,1,53.49,7,15,nothing,minority,female
6505,0,0,coupon,facebook,3,146.98,2,8,nothing,white,male
6506,0,0,coupon,other,3,60.99,1,22,nothing,minority,male
6507,0,0,coupon,google,2,77.99,6,11,nothing,white,male
6508,0,0,coupon,instagram,0,0,6,2,something,white,male
6509,0,0,control,google,4,125.98,2,16,nothing,minority,female
6510,0,0,control,instagram,0,0,2,19,nothing,white,female
6511,0,0,control,facebook,0,0,0,14,nothing,white,female
6512,0,0,coupon,facebook,1,56.99,1,7,nothing,white,female
6513,0,0,coupon,instagram,0,0,1,18,something,white,female
6514,0,0,coupon,facebook,5,51.49,7,4,something,white,male
6515,0,0,control,instagram,0,0,2,18,nothing,white,female
6516,1,61.99,control,other,3,123.98,2,23,something,white,female
6517,0,0,control,facebook,1,52.49,4,25,something,white,female
6518,0,0,control,google,2,58.99,4,1,nothing,white,male
6519,0,0,control,google,3,82.99,5,7,something,white,male
6520,0,0,control,facebook,0,0,0,15,nothing,white,female
6521,0,0,coupon,google,1,68.49,4,20,nothing,minority,female
6522,0,0,coupon,google,1,63.99,6,16,nothing,minority,female
6523,2,110.384,coupon,facebook,5,68.99,4,27,nothing,white,female
6524,0,0,control,google,0,0,7,26,nothing,minority,female
6525,0,0,coupon,google,1,52.99,6,6,something,white,male
6526,0,0,coupon,instagram,0,0,5,17,nothing,white,female
6527,0,0,control,google,0,0,1,7,nothing,white,male
6528,0,0,coupon,google,0,0,7,15,something,white,male
6529,0,0,control,referral,0,0,2,27,nothing,white,female
6530,0,0,coupon,instagram,1,50.99,5,12,nothing,white,male
6531,0,0,coupon,facebook,7,58.99,6,15,something,white,female
6532,0,0,control,facebook,0,0,7,15,nothing,minority,male
6533,0,0,coupon,google,4,54.49,7,24,nothing,minority,female
6534,0,0,control,instagram,5,63.99,0,25,nothing,white,female
6535,0,0,control,google,2,125.97,2,24,nothing,minority,female
6536,0,0,coupon,facebook,0,0,0,27,nothing,minority,female
6537,0,0,coupon,facebook,1,64.99,1,15,nothing,white,female
6538,0,0,control,google,0,0,6,18,nothing,minority,female
6539,2,137.98,control,google,6,137.98,6,24,something,minority,female
6540,0,0,control,instagram,3,51.99,5,10,something,white,female
6541,0,0,coupon,referral,5,54.99,2,4,nothing,white,female
6542,0,0,coupon,google,3,218.97,5,16,nothing,minority,female
6543,0,0,coupon,instagram,1,70.99,2,22,nothing,white,female
6544,1,43.992,coupon,instagram,0,0,5,23,something,white,female
6545,0,0,coupon,google,1,61.49,0,2,nothing,minority,male
6546,0,0,control,google,1,45.49,3,2,nothing,white,male
6547,0,0,control,google,1,76.49,5,6,something,white,female
6548,0,0,control,google,3,46.99,3,11,nothing,minority,male
6549,2,116.98,control,referral,4,58.49,1,15,nothing,white,female
6550,1,57.992,coupon,facebook,0,0,5,12,something,white,male
6551,0,0,control,instagram,1,61.99,1,23,nothing,minority,female
6552,0,0,coupon,instagram,3,73.99,0,16,nothing,white,female
6553,0,0,coupon,google,5,137.98,0,25,nothing,white,female
6554,0,0,coupon,google,1,153.98,7,10,nothing,white,male
6555,0,0,control,google,2,62.49,2,14,nothing,minority,female
6556,0,0,coupon,facebook,6,63.99,6,23,nothing,white,male
6557,0,0,coupon,google,2,182.97,2,4,nothing,white,male
6558,0,0,coupon,instagram,1,150.98,0,23,nothing,white,female
6559,0,0,coupon,google,4,64.49,5,14,nothing,white,female
6560,0,0,coupon,google,0,0,2,18,nothing,white,female
6561,0,0,coupon,google,0,0,0,13,nothing,white,male
6562,0,0,coupon,referral,2,56.49,1,9,nothing,white,female
6563,0,0,control,instagram,6,53.49,0,23,nothing,white,female
6564,0,0,control,google,3,58.99,7,11,something,white,male
6565,0,0,coupon,instagram,0,0,6,16,nothing,white,female
6566,0,0,control,facebook,1,121.47,0,16,nothing,white,female
6567,0,0,control,google,0,0,3,13,nothing,white,female
6568,0,0,control,facebook,3,73.99,7,23,nothing,white,female
6569,0,0,coupon,instagram,2,101.98,6,24,nothing,white,female
6570,0,0,coupon,facebook,1,119.98,0,5,nothing,white,male
6571,0,0,control,google,1,59.99,3,20,something,white,female
6572,0,0,coupon,facebook,4,147.98,2,12,nothing,white,female
6573,1,62.99,control,facebook,0,0,5,1,something,white,male
6574,0,0,control,google,1,53.99,0,10,something,minority,male
6575,0,0,coupon,facebook,0,0,0,2,nothing,white,male
6576,0,0,coupon,instagram,2,62.99,2,10,nothing,white,female
6577,0,0,control,facebook,4,139.98,0,19,nothing,white,female
6578,0,0,coupon,google,2,145.47,2,17,nothing,white,female
6579,0,0,control,instagram,0,0,2,13,nothing,white,female
6580,0,0,coupon,google,0,0,5,15,nothing,white,female
6581,0,0,coupon,instagram,2,72.99,5,17,nothing,white,female
6582,0,0,coupon,instagram,1,36.49,4,19,nothing,white,female
6583,0,0,control,referral,0,0,2,14,nothing,minority,male
6584,0,0,coupon,instagram,4,77.49,1,16,nothing,white,male
6585,0,0,control,facebook,0,0,5,18,nothing,white,female
6586,0,0,control,instagram,3,50.99,1,12,nothing,white,male
6587,0,0,control,instagram,7,84.99,0,15,nothing,white,male
6588,0,0,control,instagram,0,0,7,13,something,white,female
6589,0,0,coupon,google,3,54.99,7,1,something,white,male
6590,0,0,control,google,2,56.99,1,6,something,minority,male
6591,0,0,control,facebook,0,0,0,20,something,white,female
6592,0,0,control,facebook,3,303.96,2,22,something,white,female
6593,0,0,coupon,google,1,55.49,5,15,something,minority,male
6594,0,0,coupon,facebook,4,62.99,4,21,something,white,female
6595,0,0,control,google,1,76.99,2,12,nothing,minority,female
6596,0,0,control,google,0,0,6,4,something,minority,male
6597,1,65.49,control,referral,3,130.98,2,8,something,white,male
6598,0,0,control,instagram,2,42.99,0,11,nothing,white,male
6599,0,0,control,google,1,73.99,4,4,nothing,white,male
6600,0,0,control,google,8,201.96,7,6,nothing,white,male
6601,0,0,control,google,2,63.99,5,1,nothing,white,male
6602,0,0,coupon,facebook,0,0,5,12,something,white,male
6603,0,0,control,google,0,0,7,24,something,white,female
6604,0,0,control,facebook,0,0,4,17,nothing,white,female
6605,0,0,control,instagram,3,89.99,1,19,nothing,white,female
6606,0,0,coupon,referral,1,69.99,1,12,nothing,white,female
6607,0,0,coupon,google,0,0,2,2,nothing,white,male
6608,0,0,control,google,0,0,2,25,something,white,female
6609,0,0,coupon,google,0,0,6,1,something,white,male
6610,0,0,control,instagram,6,127.98,2,36,nothing,white,female
6611,0,0,coupon,instagram,0,0,6,15,nothing,minority,female
6612,0,0,control,instagram,4,64.99,2,14,nothing,white,female
6613,0,0,coupon,facebook,0,0,3,16,nothing,white,male
6614,0,0,coupon,google,3,74.99,0,4,something,white,male
6615,0,0,coupon,instagram,0,0,5,11,nothing,white,female
6616,1,72.99,control,instagram,3,72.99,2,20,nothing,white,female
6617,0,0,coupon,facebook,1,176.97,6,4,nothing,white,male
6618,0,0,coupon,instagram,0,0,1,12,nothing,white,female
6619,0,0,control,google,1,56.99,5,15,something,minority,female
6620,0,0,coupon,instagram,0,0,1,14,nothing,white,female
6621,0,0,coupon,facebook,0,0,0,4,nothing,white,male
6622,0,0,coupon,instagram,1,71.99,6,27,something,white,female
6623,0,0,coupon,instagram,1,77.98,6,19,nothing,white,female
6624,1,56.99,control,google,5,113.98,0,18,nothing,minority,male
6625,0,0,coupon,instagram,1,319.96,4,13,nothing,minority,female
6626,1,80.99,control,google,5,242.97,0,11,nothing,white,female
6627,0,0,coupon,other,2,82.49,1,18,nothing,white,male
6628,0,0,coupon,facebook,0,0,4,19,nothing,white,female
6629,0,0,control,google,2,71.99,0,2,nothing,minority,male
6630,0,0,control,google,0,0,4,20,nothing,white,female
6631,0,0,control,google,0,0,4,14,nothing,minority,female
6632,0,0,coupon,google,0,0,6,19,something,minority,female
6633,0,0,coupon,google,1,98.98,4,16,something,white,female
6634,0,0,control,instagram,0,0,5,3,something,white,male
6635,0,0,coupon,instagram,2,73.99,4,25,nothing,white,female
6636,1,66.99,control,instagram,4,66.99,0,5,nothing,white,male
6637,0,0,coupon,facebook,7,51.49,1,19,nothing,white,female
6638,1,35.49,control,instagram,0,0,1,29,nothing,white,female
6639,0,0,coupon,facebook,1,102.98,1,19,something,white,female
6640,0,0,control,instagram,1,101.98,0,16,nothing,white,female
6641,0,0,coupon,google,10,101.98,2,2,nothing,white,male
6642,1,70.99,control,google,0,0,1,16,nothing,minority,female
6643,2,139.98,control,facebook,6,139.98,0,10,nothing,white,male
6644,0,0,control,google,5,64.99,5,4,nothing,white,male
6645,0,0,coupon,google,0,0,1,1,something,minority,male
6646,0,0,coupon,google,1,60.99,2,15,nothing,white,male
6647,0,0,control,google,4,139.98,0,19,nothing,white,female
6648,1,51.992,coupon,facebook,4,64.99,7,24,nothing,white,female
6649,0,0,coupon,google,3,68.99,6,13,something,white,male
6650,0,0,coupon,google,0,0,6,20,nothing,white,female
6651,0,0,control,other,2,61.99,6,8,nothing,white,male
6652,0,0,coupon,referral,13,214.47,0,9,something,white,male
6653,0,0,control,facebook,1,62.99,6,19,nothing,white,female
6654,0,0,coupon,referral,0,0,0,19,something,white,female
6655,0,0,control,facebook,10,129.98,6,21,nothing,white,female
6656,0,0,control,facebook,0,0,1,15,nothing,white,female
6657,0,0,coupon,instagram,3,57.99,2,14,nothing,white,female
6658,0,0,control,instagram,1,57.99,1,15,nothing,white,female
6659,0,0,coupon,google,5,231.96,0,20,nothing,white,female
6660,0,0,control,google,0,0,1,17,nothing,minority,female
6661,0,0,coupon,instagram,2,69.99,7,13,something,white,female
6662,0,0,coupon,google,0,0,6,14,something,white,male
6663,0,0,coupon,google,1,151.47,4,16,nothing,minority,female
6664,0,0,control,referral,0,0,6,17,nothing,white,female
6665,0,0,coupon,instagram,0,0,1,4,nothing,white,male
6666,0,0,coupon,facebook,2,138.98,7,12,something,white,male
6667,0,0,coupon,instagram,5,67.99,4,21,nothing,white,female
6668,0,0,coupon,google,2,122.97,5,12,nothing,white,male
6669,0,0,coupon,google,3,164.97,5,18,something,minority,female
6670,0,0,coupon,google,1,194.97,2,5,nothing,white,male
6671,0,0,coupon,google,1,70.99,1,16,nothing,minority,female
6672,0,0,control,referral,1,43.99,6,6,something,white,male
6673,0,0,control,facebook,2,53.99,6,18,nothing,white,female
6674,0,0,coupon,google,0,0,4,17,something,white,male
6675,0,0,coupon,instagram,0,0,5,7,something,white,male
6676,0,0,coupon,instagram,3,130.98,6,18,nothing,white,female
6677,0,0,coupon,instagram,1,151.98,1,14,nothing,white,female
6678,0,0,control,google,3,61.99,7,21,nothing,white,female
6679,0,0,control,google,0,0,0,11,nothing,white,female
6680,0,0,coupon,facebook,3,146.97,6,8,nothing,white,male
6681,0,0,control,instagram,5,64.99,6,5,something,white,male
6682,0,0,coupon,google,1,66.49,5,14,nothing,minority,female
6683,0,0,control,facebook,1,58.99,6,1,nothing,white,male
6684,0,0,control,facebook,0,0,6,30,nothing,white,female
6685,0,0,coupon,facebook,2,61.49,7,20,nothing,white,female
6686,2,97.584,coupon,facebook,7,60.99,1,12,something,white,male
6687,0,0,control,google,0,0,6,22,nothing,white,female
6688,0,0,coupon,other,1,40.99,5,18,nothing,white,female
6689,1,38.392,coupon,instagram,3,47.99,0,23,nothing,white,female
6690,0,0,coupon,facebook,0,0,7,14,nothing,white,male
6691,0,0,control,facebook,2,69.98,3,9,something,white,male
6692,0,0,coupon,instagram,0,0,3,19,nothing,white,female
6693,0,0,control,google,0,0,7,3,nothing,white,male
6694,0,0,coupon,referral,11,63.99,1,1,something,white,male
6695,0,0,control,facebook,1,74.49,4,2,something,minority,male
6696,0,0,control,facebook,0,0,1,10,nothing,white,female
6697,0,0,coupon,facebook,5,113.98,0,8,nothing,minority,male
6698,0,0,coupon,google,0,0,2,19,nothing,minority,female
6699,0,0,coupon,google,1,48.99,2,14,nothing,white,female
6700,0,0,coupon,google,1,47.99,5,13,nothing,minority,female
6701,1,63.49,control,instagram,6,253.96,6,21,nothing,white,female
6702,0,0,control,google,3,65.99,3,1,something,white,male
6703,0,0,coupon,instagram,1,110.98,1,12,nothing,white,female
6704,0,0,coupon,google,1,50.49,4,22,nothing,white,female
6705,0,0,control,instagram,5,63.99,6,3,nothing,minority,male
6706,0,0,coupon,instagram,0,0,4,16,nothing,white,female
6707,0,0,coupon,instagram,1,44.99,6,20,nothing,white,female
6708,0,0,control,google,0,0,4,18,nothing,white,female
6709,0,0,coupon,instagram,0,0,7,15,nothing,white,female
6710,0,0,control,instagram,1,58.99,2,11,nothing,minority,female
6711,0,0,coupon,referral,1,122.98,4,10,nothing,white,male
6712,0,0,control,facebook,0,0,7,5,nothing,white,male
6713,0,0,coupon,facebook,2,69.99,0,17,nothing,white,female
6714,0,0,coupon,google,5,60.99,0,18,nothing,white,female
6715,0,0,control,instagram,2,58.49,4,15,nothing,minority,female
6716,0,0,coupon,google,0,0,3,11,nothing,minority,female
6717,0,0,coupon,google,2,37.49,7,13,nothing,minority,female
6718,0,0,control,google,1,60.99,5,1,something,white,male
6719,0,0,coupon,google,4,44.99,5,4,nothing,white,male
6720,1,70.49,control,instagram,1,140.98,3,12,nothing,white,male
6721,0,0,control,instagram,0,0,6,18,nothing,white,female
6722,0,0,coupon,google,0,0,5,13,nothing,white,female
6723,0,0,control,google,1,197.97,6,17,nothing,white,female
6724,0,0,control,google,1,137.98,1,3,something,white,male
6725,0,0,coupon,google,4,59.99,2,18,nothing,minority,female
6726,0,0,coupon,google,1,64.49,6,6,nothing,white,male
6727,0,0,control,google,4,79.99,0,7,nothing,white,male
6728,0,0,coupon,facebook,2,63.99,5,10,nothing,white,male
6729,0,0,control,google,0,0,0,18,something,minority,male
6730,0,0,coupon,google,0,0,4,10,something,white,male
6731,0,0,coupon,google,2,52.99,6,5,something,white,male
6732,0,0,coupon,facebook,0,0,1,2,nothing,white,male
6733,1,65.49,control,instagram,1,65.49,2,13,something,white,female
6734,2,133.98,control,instagram,4,66.99,4,17,something,white,male
6735,0,0,control,google,0,0,7,26,nothing,white,female
6736,0,0,control,instagram,3,59.99,4,15,nothing,white,female
6737,0,0,control,google,2,179.97,6,22,nothing,white,male
6738,0,0,control,google,1,66.99,7,15,nothing,minority,male
6739,0,0,coupon,instagram,0,0,5,19,nothing,minority,female
6740,0,0,control,instagram,1,53.49,7,11,nothing,white,female
6741,0,0,control,instagram,3,47.99,4,20,nothing,white,female
6742,1,62.49,control,instagram,0,0,1,20,something,white,female
6743,1,43.192,coupon,google,5,53.99,2,12,something,white,female
6744,0,0,control,instagram,2,161.97,7,13,something,white,male
6745,0,0,coupon,google,2,71.99,5,15,nothing,white,male
6746,0,0,coupon,instagram,2,55.49,1,17,nothing,white,female
6747,0,0,coupon,facebook,4,61.99,6,22,nothing,white,female
6748,0,0,coupon,instagram,3,62.99,5,3,nothing,white,male
6749,0,0,control,google,2,42.99,6,9,nothing,white,male
6750,1,66.49,control,instagram,6,66.49,1,20,something,white,female
6751,3,158.97,control,google,7,105.98,5,16,something,minority,female
6752,0,0,coupon,instagram,5,48.99,5,19,nothing,white,female
6753,0,0,coupon,instagram,2,335.96,5,26,nothing,minority,female
6754,0,0,coupon,google,6,63.49,1,6,nothing,minority,female
6755,0,0,control,other,0,0,0,2,nothing,minority,male
6756,0,0,control,facebook,0,0,4,12,nothing,white,male
